Número de expediente,fecha_publicacion,anio_publicacion,mes_publicacion,ambito_geografico,comunidad_autonoma,Tipo de contrato,Tipo de Administración,tipo_organo,Tipo de procedimiento,procedimiento_agrupado,Tramitación,presupuesto_expediente,Presupuesto base sin impuestos oportunidad,Valor estimado del contrato,tramo_presupuesto,duracion_meses,tramo_duracion,tiene_lotes,numero_lotes_dashboard,Resultado licitación/lote,resultado_agrupado,ganador_grupo,gano_gee,decision_licitacion,objeto_normalizado
HSLL048/2018,2018-02-01,2018.0,2.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Abierto,Abierto,Ordinaria,49586.78,49586.78,99173.56,25.000 – 50.000 €,,,False,0,Adjudicado,Adjudicado,Otros,False,No licita,MANTENIMIENTO ENDOSCOPIOS DEL HOSPITAL SON LLATZER
HSLL049/2018,2018-02-01,2018.0,2.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Abierto,Abierto,Ordinaria,135827.6,135827.6,135827.6,100.000 – 250.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,siemens,False,No licita,MANTENIMIENTO INTEGRAL DE PARTE DEL EQUIPAMIENTO DE RADIOLOGIA
HSLL050/2018,2018-02-01,2018.0,2.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Abierto,Abierto,Ordinaria,54456.16,54456.16,108912.34,50.000 – 100.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,MANTENIMIENTO VIDEOCOLONOSCOPIOS DEL HOSPITAL SON LLATZER
LSV062018,2018-02-01,2018.0,2.0,Nacional,Nacional,Servicios,Otras Entidades del Sector Público,Mutua,Abierto,Abierto,Ordinaria,131580.0,131580.0,157896.0,100.000 – 250.000 €,48.0,36 – 60 meses,False,0,Adjudicado,Adjudicado,Otros,False,,CONTRATO DE SERVICIO DE UNIDAD TECNICA DE PROTECCION RADIOLOGICA DE LAS INSTALACIONES DE RADIODIAGNOSTICO PARA ACTIVA MUTUA 2008
P.A. 122/2018,2018-02-01,2018.0,2.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,90000.0,90000.0,180000.0,50.000 – 100.000 €,36.0,36 – 60 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL DEL MAMOGRAFO DIGITAL HOLOGIC SELENIA DIMENSIONS ESTACION DE VISUALIZACION HOLOGIC SECURVIEW Y SILLON DE INTERVENCION MAMARIA AKRUS
P.A. 138/2018,2018-02-01,2018.0,2.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,108000.0,108000.0,216000.0,100.000 – 250.000 €,36.0,36 – 60 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL DE LA SALA DE RADIODIAGNOSIS FUJIFILM Y DE LOS DIGITALIZADORES CR DEL SERVICIO DE RADIOLOGIA DEL DEPARTAMENTO DE SALUD DE VINAROS
PN 103/2018,2018-02-01,2018.0,2.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,45840.0,45840.0,91680.0,25.000 – 50.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,,MANTENIMIENTO INTEGRAL DE EQUIPOS DE ALTA TECNOLOGIA MARCA IRE EN EL DEPARTAMENTO DE SALUD DE ALICANTE HOSPITAL GENERAL
112018PN1007,2018-03-01,2018.0,3.0,es61,Andalucía,Servicios,Autoridad estatal,Investigación,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,6000.0,6000.0,6000.0,< 10.000 €,2.0,< 6 meses,False,0,Adjudicado,Adjudicado,Otros,False,,MANTENIMIENTO CERTIFICACION Y CALIBRACION DE LOS APARATOS MEDICOS DE LOS CENTROS DE SANIDAD MARITIMA DEPENDIENTES DE LA DIRECCION PROVINCIAL DEL INSTITUTO SOCIAL DE LA MARINA DE CADIZ
18/003,2018-03-01,2018.0,3.0,es22,Comunidad Foral de Navarra,Servicios,Organismo de Derecho público,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,312427.74,312427.74,353168.88,250.000 – 500.000 €,120.0,> 120 meses,False,0,Adjudicado,Adjudicado,siemens,False,,ADQUISICION Y MANTENIMIENTO DE UN EQUIPO DE RADIOLOGIA DIGITAL CON SUSPENSION DE TECHO CON DOBLE PANEL
18/00806,2018-03-01,2018.0,3.0,es61,Andalucía,Servicios,Organismo de Derecho público,Universidad,Abierto,Abierto,Ordinaria,218466.99,218466.99,218416.99,100.000 – 250.000 €,36.0,36 – 60 meses,False,0,Adjudicado,Adjudicado,siemens,False,No licita,MANTENIMIENTO INTEGRAL DEL TOMOGRAFO BIOGRAPH MCT
2017/010209,2018-03-01,2018.0,3.0,es42,Castilla-La Mancha,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,24322.32,24322.32,48654.64,10.000 – 25.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,siemens,False,No licita,MANTENIMIENTO MAMOGRAFO MAMMOMAT INSPIRATION 61031000AB17SER00012
2018/000416,2018-03-01,2018.0,3.0,es42,Castilla-La Mancha,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,59500.0,59500.0,59500.0,50.000 – 100.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO DE UN MAMOGRAFO DIGITAL UNA MESA DE HETEROTAXIA Y UN ORTOPANTOMOGRAFO 61035100TO18SER00002
2018/000654,2018-03-01,2018.0,3.0,es42,Castilla-La Mancha,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,36286.48,36286.48,72572.96,25.000 – 50.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,ge_healthcare,False,No licita,MANTENIMIENTO MESAS ANESTESIA RESPIRADORES 61031000AB18SER00001
2018/000774,2018-03-01,2018.0,3.0,es42,Castilla-La Mancha,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,48000.0,48000.0,96000.0,25.000 – 50.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,getinge,False,No licita,MANTENIMIENTO RESPIRADORES SERVO 61031000AB18SER00002
2018/000947,2018-03-01,2018.0,3.0,es42,Castilla-La Mancha,Servicios,Autoridad regional,Hospital,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,33417.0,33417.0,33417.0,25.000 – 50.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,MANTENIMIENTO DEL SISTEMA INTEGRAL BASADO EN ESPECTOMETRIA DE MASAS PARA PROTEOMICA MALDI TOFF 61035200TO18SER00016
2018/20930,2018-03-01,2018.0,3.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,45750.0,45750.0,49867.5,25.000 – 50.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,,MANTENIMIENTO DE LOS DIFERENTES EQUIPOS DE ELECTROMEDICINA DE LOS CENTROS DE SALUD Y UNIDADES BASICAS DE SALUD DE LA GERENCIA DE ATENCION PRIMARIA DE MALLORCA
2018/213/00001,2018-03-01,2018.0,3.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Servicio de Salud,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,25043.68,25043.68,25043.68,25.000 – 50.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO Y CALIBRACION DE LAS ESTUFAS DE SECADO DE VACIO CENTRIFUGA Y HORNO MUFLA DE LAS MARCAS HERAEUS Y SELECTA INSTALADOS EN LOS LABORATORIOS DE LA AGENCIA ESPANOLA DE MEDICAMENTOS Y PRODUCTOS SANITARIOS
2018/ES/07,2018-03-01,2018.0,3.0,es30,Comunidad de Madrid,Servicios,Organismo de Derecho público,Investigación,Normas internas,Normas internas,Ordinaria,127915.05,127915.05,127915.05,100.000 – 250.000 €,19.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,phillips,False,No licita,SERVICIO DE MANTENIMIENTO DE EQUIPAMIENTO DE IMAGEN DEL CNIC
253/2018,2018-03-01,2018.0,3.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,476165.76,476165.76,952331.52,250.000 – 500.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,phillips,False,No licita,MANTENIMIENTO DE LOS EQUIPOS DE ELECTROMEDICINA DE ALTA TECNOLOGIA PHILIPS
265/2018,2018-03-01,2018.0,3.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,37697.57,37697.57,75395.14,25.000 – 50.000 €,,,False,0,Adjudicado,Adjudicado,Otros,False,No licita,MANTENIMIENTO INTEGRAL DE MICROSCOPIOS QUIRURGICOS DE LA MARCA ZEISS EN EL DEPARTAMENTO DE SALUD DE ALICANTE HOSPITAL GENERAL
77/2018,2018-03-01,2018.0,3.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,125092.0,125092.0,250184.0,100.000 – 250.000 €,60.0,60 – 120 meses,False,0,Adjudicado,Adjudicado,ge_healthcare,False,No licita,MANTENIMIENTO INTEGRAL DE LOS EQUIPOS DE ELECTROMEDICINA DE ALTA TECNOLOGIA DE GENERAL ELECTRIC
CNMY18/12110/003,2018-03-01,2018.0,3.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Administración Pública,Abierto,Abierto,Ordinaria,36663.24,36663.24,44362.52,25.000 – 50.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,,SERVICIO DE MANTENIMIENTO INTEGRAL DEL EDIFICIO DE LA GENERALITAT SITO EN LA CALLE LOPEZ POZAS NUMEROS 2 8 DE ORIHUELA QUE INCLUYE CONDICIONES ESPECIALES DE EJECUCION DE CARACTER SOCIAL Y AMBIENTAL MEDIANTE PROCEDIMIENTO ABIERTO
CSE/01/1117070112/17/PNSP,2018-03-01,2018.0,3.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,22999.93,22999.93,22999.93,10.000 – 25.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,MANTENIMIENTO TODO RIESGO SIN EXCLUSIONES DEL EQUIPO DE RX MAMOGRAFO GIOTTO IMAGE SD DE RADIOLOGIA DEL HOSPITAL
CSE/01/1117070486/17/PNSP,2018-03-01,2018.0,3.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,494516.64,494516.64,494516.64,250.000 – 500.000 €,48.0,36 – 60 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,MANTENIMIENTO TODO RIESGO CON RENOVACION TECNOLOGICA DE EQUIPOS DE ENDOSCOPIA LAVADORAS TUBOS ETC MARCA OLYMPUS DEL AREA DE SALUD DE BADAJOZ
CSE/01/1117071863/17/PNSP,2018-03-01,2018.0,3.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,84988.5,84988.5,84988.5,50.000 – 100.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,MANTENIMIENTO TODO RIESGO DE ECOENDOSCOPIOS MARCA OLYMPUS DEL HOSPITAL INFANTA CRISTINA
CSE/01/1117071866/17/PNSP,2018-03-01,2018.0,3.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,36500.0,36500.0,36500.0,25.000 – 50.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,MANTENIMIENTO INTEGRAL DE EQUIPOS DE DIALISIS DEL AREA DE SALUD DE BADAJOZ
CSE/01/1117071869/17/PNSP,2018-03-01,2018.0,3.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,19428.0,19428.0,19428.0,10.000 – 25.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,MANTENIMIENTO INTEGRAL EQUIPO DE CROMATOGRAFO DE GASES ESPECTOFOTOMETRO Y MASAS DEL LABORATORIO DE SALUD PUBLICA DE BADAJOZ
CSE/01/1117071929/17/PNSP,2018-03-01,2018.0,3.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,20800.0,20800.0,20800.0,10.000 – 25.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,MANTENIMIENTO DE LOS EQUIPOS DE RADIOLOGIA CONVENCIONAL TOSHIBA DEL AREA DE SALUD DE BADAJOZ
CSE/01/1117072737/17/PNSP,2018-03-01,2018.0,3.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,19819.62,19819.62,19819.62,10.000 – 25.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO DE EQUIPOS DE FARMADOSIS ARMARIOS ROTATIVOS KARDEX DEL SERVICIO DE FARMACIA DEL HOSPITAL INFANTA CRISTINA
CSE/01/1118005890/18/PNSP,2018-03-01,2018.0,3.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,123285.0,123285.0,123285.0,100.000 – 250.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,phillips,False,No licita,MANTENIMIENTO DE RESONANCIAS MAGNETICAS PHILIPS DEL AREA DE SALUD DE BADAJOZ
HSLL095/2018,2018-03-01,2018.0,3.0,es53,Illes Balears,Servicios,Autoridad regional,Servicio de Salud,Abierto,Abierto,Ordinaria,238759.57,238759.57,367207.6,100.000 – 250.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,ge_healthcare,False,No licita,MANTENIMIENTO INTEGRAL DE EQUIPOS DE RADIOLOGIA DE LA MARCA GE DEL HOSPITAL SON LLATZER
P.A. 4/2017,2018-03-01,2018.0,3.0,es63,Ceuta,Servicios,Autoridad estatal,Gerencia Sanitaria,Abierto,Abierto,Ordinaria,47760.0,47760.0,77760.0,25.000 – 50.000 €,12.0,12 – 24 meses,True,2,Adjudicado,Adjudicado,phillips,False,No licita,SERVICIO DE MANTENIMIENTO PREVENTIVO CORRECTIVO Y PIEZAS DEL TAC
PICA2017_20945,2018-03-01,2018.0,3.0,es30,Comunidad de Madrid,Servicios,Otras Entidades del Sector Público,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,74552.08,74552.08,74552.08,50.000 – 100.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,phillips,False,No licita,MANTENIMIENTO DE EQUIPO DE RESONANCIA MAGNETICA PHILIPS GYROSCAN INTERA OMNI 1 5 T MASTER UBICADA EN MADRE DE DIOS 42 CENTRO 6012
PN 198/2018,2018-03-01,2018.0,3.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,807920.0,807920.0,807920.0,500.000 – 1 M€,48.0,36 – 60 meses,False,0,Adjudicado,Adjudicado,phillips,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL DE EQUIPOS DE ALTA TECNOLOGIA MARCA PHILIPS PERTENECIENTES AL HOSPITAL GENERAL UNIVERSITARIO DE ALICANTE DEPARTAMENTO DE SALUD DE ALICANTE HOSPITAL GENERAL
PN 261/2018,2018-03-01,2018.0,3.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,94900.0,94900.0,189800.0,50.000 – 100.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,siemens,False,,SERVICIO DE MANTENIMIENTO INTEGRAL DE EQUIPOS DE ALTA TECNOLOGIA MARCA SIEMENS T A C SOMATOM EMOTION 16 Y SISTEMA DE ADQUISICION Y RECONSTRUCCION DE IMAGENES PERTENECIENTES AL HOSPITAL GENERAL UNIVERSITARIO DE ALICANTE DEPARTAMENTO DE SALUD DE ALICANTE HOSPITAL GENERAL
PN 263/2018,2018-03-01,2018.0,3.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,148800.0,148800.0,148800.0,100.000 – 250.000 €,48.0,36 – 60 meses,False,0,Adjudicado,Adjudicado,ge_healthcare,False,No licita,MANTENIMIENTO INTEGRAL DE 4 ARCOS QUIRURGICOS MARCA GENERAL ELECTRIC INSTALADOS EN EL HOSPITAL GENERAL DE ALICANTE DEPARTAMENTO DE SALUD DE ALICANTE HOSPITAL GENERAL
PN 264/2018,2018-03-01,2018.0,3.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,53568.0,53568.0,107136.0,50.000 – 100.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,MANTENIMIENTO INTEGRAL DE UN MAMOGRAFO DIGITAL Y UN DENSITOMETRO OSEO INSTALADOS EN EL SERVICIO DE RADIODIOLOGIA DEL HOSPITAL GENERAL DE ALICANTE DEPARTAMENTO DE SALUD DE ALICANTE HOSPITAL GENERAL
PN 89/2018,2018-03-01,2018.0,3.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,463942.0,463942.0,561369.82,250.000 – 500.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL MANTENIMIENTOS PREVENTIVOS TECNICO LEGAL Y CORRECTIVOS MANO DE OBRA Y DESPLAZAMIENTOS PIEZAS DE REPUESTO INCLUIDOS DETECTOR TUBOS DE RX Y ANTENAS LA RENOVACION Y ACTUALIZACION TECNOLOGICA DE LOS TACS TOSHIBA Y DE SUS ESTACIONES DE TRABAJO DEL HOSPITAL UNIVERSITARIO DE SANT JOAN EN EL CONTEXTO DE PRACTICAS RESPETUOSAS CON EL MEDIO AMBIENTE
2018/000975,2018-04-01,2018.0,4.0,es42,Castilla-La Mancha,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,75015.62,75015.62,75015.62,50.000 – 100.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,PNSP 01 2018 MANTENIMIENTO DE PYXIS 61032300CR18SER00001
2018/001035,2018-04-01,2018.0,4.0,es42,Castilla-La Mancha,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,52907.44,52907.44,79361.16,50.000 – 100.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,MANTENIMIENTO INTEGRAL DE MONITORES DE HEMODIALISIS MARCA FRESENIUS 61032000CR18SER00011
2018/001045,2018-04-01,2018.0,4.0,es42,Castilla-La Mancha,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,14648.4,14648.4,21972.6,10.000 – 25.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,getinge,False,No licita,MANTENIMIENTO PREVENTIVO DE RESPIRADORES VOLUMETRICOS MARCA MAQUET MODELO SERVO I 61032000CR18SER00013
2018/001134,2018-04-01,2018.0,4.0,es42,Castilla-La Mancha,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,50092.81,50092.81,50092.81,50.000 – 100.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,PNSP 02 2018 MANTENIMIENTO EQUIPOS VIDEOENDOSCOPIOS 61032300CR18SER00002
2018/213/00004,2018-04-01,2018.0,4.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Servicio de Salud,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,33640.0,33640.0,33640.0,25.000 – 50.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO PREVENTIVO Y VERIFICACION DE SALAS DE PCR Y DE LA ZONA ESTERIL Y VERIFICACION DE CABINAS DE FLUJO LAMINAR DE LA MARCA TELSTAR EN LOS LABORATORIOS DE LA AGENCIA ESPANOLA DE MEDICAMENTOS Y PRODUCTOS SANITARIOS
2018/213/00005,2018-04-01,2018.0,4.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Servicio de Salud,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,47354.82,47354.82,47354.82,25.000 – 50.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,,SERVICIO DE CALIBRACION DE EQUIPOS DATA LOGGER TERMOMETROS SONDAS DE TEMPERATURA Y BANOS TERMOSTATICOS INSTALADOS EN LOS LABORATORIOS DE LA AGENCIA ESPANOLA DE MEDICAMENTOS Y PRODUCTOS SANITARIOS
2018/213/00006,2018-04-01,2018.0,4.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Servicio de Salud,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,21908.0,21908.0,21908.0,10.000 – 25.000 €,24.0,24 – 36 meses,False,0,Adjudicado,Adjudicado,Otros,False,,SERVICIO DE CALIBRACION DE ESTUFAS INCUBADORES AUTOCLAVES ESTUFA DE ESTERILIZACION EN SECO Y ESTUFA DE DESECACION AL VACIO INSTALADOS EN LOS LABORATORIOS DE LA AGENCIA ESPANOLA DE MEDICAMENTOS Y PRODUCTOS SANITARIOS
246/2018,2018-04-01,2018.0,4.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,134866.12,134866.12,269732.24,100.000 – 250.000 €,4.106438896189225,< 6 meses,False,0,Adjudicado,Adjudicado,phillips,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL DEL EQUIPO TAC MARCA PHILIPS MODELO BRILLANCE CT16
528H/2017,2018-04-01,2018.0,4.0,es30,Comunidad de Madrid,Servicios,Autoridad estatal,Sanidad Militar,Derivado de acuerdo marco,Acuerdo marco,Ordinaria,33270.92,33270.92,33270.92,25.000 – 50.000 €,6.0,6 – 12 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,DERIVADO ACUERDO MARCO MANTENIMIENTO INTEGRAL DE QUIROFANOS INTEGRADOS Q7 Q8 OLYMPUS EXP 340 2016 HCD
CSE/01/1117072739/17/PNSP,2018-04-01,2018.0,4.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,27318.84,27318.84,27318.84,25.000 – 50.000 €,,,False,0,Adjudicado,Adjudicado,Otros,False,No licita,MANTENIMIENTO DE LOS EQUIPOS TANDEM MASAS QUATTRO MICRO MARCA PERKINELMER DEL LABORATORIO DE SALUD PUBLICA DEL AREA DE SALUD DE BADAJOZ
CSE/01/1118005946/18/PNSP,2018-04-01,2018.0,4.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,60401.33,60401.33,60401.33,50.000 – 100.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,siemens,False,No licita,SERVICIO DE COBERTURA TOP DE ANGIOGRAFO DIGITAL SIEMENS ARTIS ZEE BIPLANO INSTALADO EN LA SALA 2 DE RADIODIAGNOSTICO DEL HOSPITAL INFANTA CRISTINA
CSE/01/1118009444/18/PNSP,2018-04-01,2018.0,4.0,es43,Extremadura,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,72050.0,72050.0,72050.0,50.000 – 100.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,ge_healthcare,False,No licita,MANTENIMIENTO DE SALA DE RESONANCIA MAGNETICA MARCA GENERAL ELECTRIC MOD SIGNA ECHOSPEED HD23 1 5T DEL SERVICIO DE RADIODIAGNOSTICO DEL HOSPITAL INFANTA CRISTINA
071/2018/9003,2018-05-01,2018.0,5.0,es41,Castilla y León,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,21960.0,21960.0,21960.0,10.000 – 25.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO DEL EQUIPO DE MAMOGRAFIA DIGITAL UBICADO EN EL CENTRO DE SALUD DE SANTA ELENA
1301-13P-1-2018-07372 (GAS-113/2018),2018-05-01,2018.0,5.0,es41,Castilla y León,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,57472.27,57472.27,69541.44,50.000 – 100.000 €,18.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,ge_healthcare,False,No licita,MANTENIMIENTO DE LOS EQUIPOS DE DIAGNOSTICO POR IMAGEN MARCA GENERAL ELECTRIC
187/2018,2018-05-01,2018.0,5.0,es52,Comunitat Valenciana,Servicios,Autoridad regional,Gerencia Sanitaria,Negociado sin publicidad,Negociado sin publicidad,Ordinaria,87712.4,87712.4,87712.4,50.000 – 100.000 €,3.0,< 6 meses,False,0,Adjudicado,Adjudicado,siemens,False,No licita,SERVICIO DE MANTENIMIENTO INTEGRAL PREVENTIVO TECNICO LEGAL CORRECTIVO SUSTITUTIVO Y DE SOFTWARE DEL EQUIPO DE ALTA TECNOLOGIA TOMOGRAFO AXIAL COMPUTERIZADO SOMATOM EMOTION 16 MARCA SIEMENS DEL DEPARTAMENTO DE SALUD VALENCIA DR PESET LOTE UNICO
2018/00013,2018-05-01,2018.0,5.0,es61,Andalucía,Servicios,Organismo de Derecho público,Universidad,Abierto simplificado,Abierto simplificado,Ordinaria,22090.0,22090.0,44180.0,10.000 – 25.000 €,12.0,12 – 24 meses,False,0,Adjudicado,Adjudicado,Otros,False,No licita,SERVICIO DE MANTENIMIENTO DEL EQUIPO ORBITRAP FUSION DE LA UNIDAD DE PROTEOMICA DEL SERVICIO CENTRAL DE APOYO A LA INVESTIGACION DE LA UNIVERSIDAD DE CORDOBA
